"","X1","X2","Group"
"1",2.03952435344779,3.09881034888372,"1"
"2",2.36982251051672,2.21241297643351,"1"
"3",4.15870831414912,0.634854943303647,"1"
"4",2.67050839142458,1.44319405923209,"1"
"5",2.72928773516095,0.48566005208114,"1"
"6",4.31506498688328,0.423753105384422,"1"
"7",3.0609162059892,0.111397162149757,"1"
"8",1.33493876539347,0.305382732540489,"1"
"9",1.91314714810647,2.55090746733669,"1"
"10",2.15433802990004,0.845971874914559,"1"
"11",3.82408179743946,1.01924523642758,"1"
"12",2.95981382705736,1.14368742959909,"1"
"13",3.00077145059405,2.13247587848534,"1"
"14",2.71068271594512,0.38393616905522,"1"
"15",2.04415886524593,-0.0925071503920374,"1"
"16",4.38691313680308,2.57569693240319,"1"
"17",3.09785047822924,0.458836783094714,"1"
"18",0.633382843370362,0.176934030060126,"1"
"19",3.30135590156369,-0.336273118883293,"1"
"20",2.12720859227207,-0.384715722317796,"1"
"21",1.53217629401315,0.326026520702013,"1"
"22",2.3820250853417,1.51798581716653,"1"
"23",1.57399555169276,2.00984813892972,"1"
"24",1.87110877070886,1.60758835383559,"1"
"25",1.97496073215074,0.536342702904747,"1"
"26",0.913306689257587,0.959749937384601,"1"
"27",3.43778704449452,0.19540353631993,"1"
"28",2.75337311783652,0.18278183842599,"1"
"29",1.46186306298805,1.78465049897692,"1"
"30",3.85381492106993,-0.115592578603544,"1"
"31",3.02646422147681,2.85529396549246,"1"
"32",2.30492851700773,0.809680406034148,"1"
"33",3.49512566104502,1.11453882662922,"1"
"34",3.47813348753304,0.161472295260427,"1"
"35",3.42158108163749,0.32561131023673,"1"
"36",3.28864025410009,-0.417016132305242,"1"
"37",3.15391765353759,0.717074611627273,"1"
"38",2.53808828942328,1.31898240492446,"1"
"39",2.29403733626008,1.22430434416138,"1"
"40",2.21952899898762,0.118463512945249,"1"
"41",1.90529302107949,0.111378029145998,"1"
"42",2.3920827219804,0.397801281657139,"1"
"43",1.33460364843174,2.39606066984635,"1"
"44",4.76895596533851,-0.237303620665745,"1"
"45",3.80796199830499,0.720948405619802,"1"
"46",1.47689141679665,2.80236182167893,"1"
"47",2.19711516470092,0.799025114671192,"1"
"48",2.13334464637678,-0.459840703821394,"1"
"49",3.37996511833632,0.235230564725938,"1"
"50",2.51663093352817,1.38545997890488,"1"
"51",2.85331851399476,0.524397128330227,"1"
"52",2.5714532446513,0.338123636450217,"1"
"53",2.55712954270868,0.556082765871541,"1"
"54",3.96860228401446,0.990496647139221,"1"
